,randomized,question_url,course_code,question_id,inductive_coding_question_type,relevance_to_course_content,contextual,additional_notes_on_question,complexity_of_question,reason_for_complexity,Media,question_title,question_body,question_good_count,Time,instructor_answer,instructor_answer_good_count,instructor_task_completion,instructor_endorsement_for_instructor_answer,student_answer,student_answer_good_count,instructor_endorsement_for_student_answer,,,,,,,,,,,,,,,,,,,
675,113,https://piazza.com/class/llyqb9m6bch5qc/post/217,COMP2011,question @217,"hw description clarification, explanation",,,why sth,,,0,PA2 Normalization,"In the normalization section, it is stated in the first example that 

A
A A

should be normalized to 

A A
A

Why is this the case? Isn't the shape of the output changed (due to the difference in position of the empty cell)?",1,Updated 1 month ago by Anonymous Gear,It should be a typo mistake by the designer because normalization won’t change the position of the empty space.,3,2,,,,,,,,,,,,,,,,,,,,,,,
676,141,https://piazza.com/class/llyqb9m6bch5qc/post/216,COMP2011,question @216,requirements clarification,,,,,,0,code writing question headers,"For some of the questions we were given in the past papers, we are expected to write out the code by hand. However, must we always include the headers and main body of the code:

#include <iostream>
using namespace std;

int main(){ ...

...return 0;}

and will we penalized for not doing so?",1,Updated 1 month ago by Loading...,"It depends. Most exam questions (especially long questions) ask students to fill in the missing function bodies, so writing a main function and including standard header files are not necessary.",2,2,,,,,,,,,,,,,,,,,,,,,,,
679,388,https://piazza.com/class/llyqb9m6bch5qc/post/213,COMP2011,question @213,"question, exam prep",,context in media,"might be a good example, see the answer",,,1,Q(1e) Midterm Spring 2014,"Hi guys, in this question here would like to ask why the answer is false? I assumed the main function could not be called recursively?
[fig1]",1,Updated 1 month ago by Loading...,"The first sentence is true, but the second is false. It is possible to call main() function recursively.

#include <iostream>
using namespace std;

int stop = 5; // a global variable is used to control the termination

int main() {
if (stop > 0) {
cout << stop << endl;
stop = stop - 1;
main(); // call main() recursively
}
return 0;
}
Personally, I don’t like this kind of tricky question, especially for a written exam without a code editor to try.",3,2,,,,,,,,,,,,,,,,,,,,,,,
680,770,https://piazza.com/class/llyqb9m6bch5qc/post/212,COMP2011,question @212,,,yes,,,,0,"[2019 Past Paper, Q2] Function return type pass-by-reference?","In the 2019 Fall Semester past paper Q2 I am required to fill the header of the function ""fun"". The content of the question is not what I want to discuss here. Rather, I am concerning about the answer:



int& fun(int x, int& y)
{


x = 2 * x;
y = y * x;
return (y);
}Why the function return type is ""int&"" with a pass-by-reference symbol? What does it mean? I am confused",2,Updated 1 month ago by Anonymous Calc,@197 check this.,1,2,,,,,,,,,,,,,,,,,,,,,,,
681,243,https://piazza.com/class/llyqb9m6bch5qc/post/211,COMP2011,question @211,"exam scope, logistics",,,,,,0,Is lambda expression in the syllabus of tomorrow midterm?,Same as question,0,Updated 1 month ago by Anonymous Helix,@188 pinned at the top.,1,2,,do you know you can search on Piazza? Someone asked this question long time ago (@84),3,,,,,,,,,,,,,,,,,,,,
682,686,https://piazza.com/class/llyqb9m6bch5qc/post/210,COMP2011,question @210,,,yes,,,,0,Q5(b) of Fall 2019 Midterm,"Since there is no alternative answer provided for this question, I would like to ask if my answer would work as well.
Tested this code in a simpler format by myself, but not so sure if it works under the context of this question.

bool check3inline(const Array& array){
int x = 0,
for (int i = 0; i < N; i++)
if (array.grid[i][0] != EMPTY)
x += same(array.grid[i][0],array.grid[i][1],array.grid[i][2]);

for (int i = 0; i < N; i++)

if (array.grid[0][i] != EMPTY)

x += same(array.grid[0][i],array.grid[1][i],array.grid[2][i]);

if (array.grid[1][1] != EMPTY){
x += same(array.grid[0][0],array.grid[1][1],array.grid[2][2]);
x += same(array.grid[0][2],array.grid[1][1],array.grid[2][0]);}

return x;}

From my understanding, since the return type is a boolean, the actual value of the variable(x) doesn’t affect the value return, i.e, only return true or false. Would dearly love an answer.",1,Updated 1 month ago by Anonymous Atom,"For coding questions, the released solutions are usually one of the possible solutions. We accepted alternative solutions. It should be fine to delay the return statement at the end provided that all cases are correctly handled.",2,2,,,,,,,,,,,,,,,,,,,,,,,
683,672,https://piazza.com/class/llyqb9m6bch5qc/post/209,COMP2011,question @209,,,yes,,,,1,2019 Q3 out of syllabus,"I want to ask if it is out of syllabus.
Since I didn't learn it in the lecture.
[fig1]",0,Updated 1 month ago by Anonymous Beaker,"Please check the coverage of the midterm exam this semester.

The direct link: https://canvas.ust.hk/courses/52257/discussion_topics/443066",1,2,,,,,,,,,,,,,,,,,,,,,,,
684,217,https://piazza.com/class/llyqb9m6bch5qc/post/208,COMP2011,question @208,requirements clarification,,,student gives an example. might be a good example,,,0,Initializing an array in a function with its length dependent on one of the parameters,"When initializing an array with its size dependent on a parameter, like an example below:

void foo(int n) {
int bar[n] = { 0 };
}

There will be a compilation error:

""variable-sized object may not be initialized"".

One way to tackle this problem is to have the following approach:

void foo(int n) {
int *bar = new int[n];

// Replacing all entries in the array with 0
for (int i = 0; i < n; i++) {
bar[i] = 0;
}
}

Is the above approach a bad practice? If no, can we use this in exams if necessary?",2,Updated 1 month ago by Loading...,"Variable-sized array is supported by most of the modern C++ compiler, but it is not recommended. In addition, you cannot initialize the variable-size array like your code. You need to use a loop.

Here is a modified example to illustrate why using variable-sized array is a bad idea.

The program looks good when n is small. But when n is large, your program crashes (it is a runtime error, not a compilation error). Even worse, you basically don't know the minimum value n that causes the runtime error. In other words, your program may suddenly crash.

If possible, always create a fixed size array (if you know the size of the array, and the size is quite small), or use dynamic allocation (it is possible to handle the failure by using exception handling technique).

#include <iostream>
using namespace std;
void foo(int n) {
int bar[n]; // a modern C++ compiler supports that
int i;
for (i=0; i<n; i++)
bar[i] = 0; 
for (i=0; i<n; i++)
cout << bar[i] << "" "";
cout << endl;
}
int main() {
foo(10); // it is usually okay for a small number n
foo(10000000); // runtime error! Not a compilation error.
return 0;
}",2,2,"~ An instructor (CHUNG, Peter) endorsed this question ~",,,,,,,,,,,,,,,,,,,,,,
686,236,https://piazza.com/class/llyqb9m6bch5qc/post/206,COMP2011,question @206,logistics,,,,,,0,highlighters/colored pen for exam,"Hi~


I am wondering if I am allowed to use colored pens/highlighters for highlighting keywords in the exam questions.

Thanks~",1,Updated 1 month ago by Anonymous Calc,"They are okay, but not red (or look like red) pens. We use red pens for grading.",1,2,,,,,,,,,,,,,,,,,,,,,,,
687,459,https://piazza.com/class/llyqb9m6bch5qc/post/205,COMP2011,question @205,logistics,,,,,,0,Concerns on Midterm Exam Answer,"I have a few concerns regarding the following:

I noticed that we are not allowed to use pencil for the final answer we will submit. However, does this mean that using pencil and tracing it with a pen before submission will be acceptable?
May I also ask if correction fluid instead of correction tape will be acceptable to use?
For programming questions, may I know whether it will be graded based on how strictly similar the code is to the suggested answer code or how close it is to the intended behaviour? e.g. if I am required to loop through a cstring:
//the answer suggests to use a for loop
for(int i=0; s[i]!='\0'; i++){
//do something
}

//but I used while loop in my answer
int i=0;
while(s[i]!='\0'){
//do something
i++;
}
//is it fine to use while loop here?
//also... is it fine to declare extra non-global variable?",1,Updated 1 month ago by Loading...,"(1) Pen is highly recommended. Using pencil to draft the answer is completely fine. It is highly recommended to write your final answer using blue/black pens. It reduces the problems during the paper checking.

(2) Correction fluid is okay

(3) We usually accept alternative answers for coding questions.",0,1,,I think the TA will test whether your code produce the same result the question expect.,1,,,,,,,,,,,,,,,,,,,,
688,855,https://piazza.com/class/llyqb9m6bch5qc/post/204,COMP2011,question @204,exam prep question,,context in the image,check the reply,,,1,Midterm question,"This is a solution for one of the questions for the midterm sample paper. My question is what would be the difference if I used ++i in the for loop instead of i++.
[fig1]",1,Updated 1 month ago by Anonymous Scale,No difference if you use ++ in a standalone manner. It will be different if you combine ++ with other operations (like assignment =).,1,2,,,,,,,,,,,,,,,,,,,,,,,
689,358,https://piazza.com/class/llyqb9m6bch5qc/post/203,COMP2011,question @203,question,,"general, complete context",good example,,,0,Compilation of function,"bool foo1 (int a, int b, int c)
{
a = b;
b = c;
}

I want to ask why this function can be compiled while a return statement is necessary in a non-void function",1,Updated 1 month ago by Anonymous Beaker,"It may cause unexpected results when calling this function. Usually, a compiler will give a suitable warning message.",1,2,,"Are you sure you can compile this function? In my end, it cannot be compiled due to lack of return statement.",1,,,,,,,,,,,,,,,,,,,,
691,410,https://piazza.com/class/llyqb9m6bch5qc/post/201,COMP2011,question @201,,,yes,,,,0,ppq question - cannot convert int to float&,"Hi~

I am wondering why the solution of this question says int could not be cnverted to float&. May I ask if there is a general rule for which data type can be converted to a reference variable of a data type~ Would float& only be converted from float, and int& only be converted from int etc~ 


Thanks~

Screenshot_2023-10-26_at_2.29.27_PM.png

Screenshot_2023-10-26_at_2.29.31_PM.png",2,Updated 1 month ago by Anonymous Poet,"In C++, when you pass a variable by reference, you are essentially passing the memory address of the variable. This means that any changes you make to the variable inside the function will affect the original variable.

However, you cannot change the type of the referenced variable. The variable type is determined at compile time in C++, and cannot be changed during execution.",2,2,,,,,,,,,,,,,,,,,,,,,,,
692,639,https://piazza.com/class/llyqb9m6bch5qc/post/200,COMP2011,question @200,logistics,,,,,,0,Can we use correction tapes in midterm exam?,"As the exam requires us to write code by hands, using correction tape could make the answers look more organized and cleaner. Can we use correction tapes in midterm exam?",4,Updated 1 month ago by Anonymous Mouse,It is okay to use correction tapes.,3,2,,,,,,,,,,,,,,,,,,,,,,,
694,437,https://piazza.com/class/llyqb9m6bch5qc/post/198,COMP2011,question @198,logistics,,,,,,0,When will PA1 be scored?,"It has been 4 or 5 days after the deadline, so I was wondering when will PA1 be scored and when will the solution be announced.",1,Updated 1 month ago by Anonymous Beaker,"The grading is done. It is so disturbing for both students and TAs to handle the appeal cases (and some cheating cases as well), so PA1 won't be released before the midterm. We only release solution after all appeal cases are settled.",2,2,,,,,,,,,,,,,,,,,,,,,,,
695,813,https://piazza.com/class/llyqb9m6bch5qc/post/197,COMP2011,question @197,,,,,,,0,Confusion regarding 2019 Midterm Past Paper Question 2,"int& fun(int x, int& y) {

x = 2 * x;

y = y * x;

return y;

}

int main() { int a = 1, b = 3, result = 0;

cout << fun(a, b) << endl;

result = fun(a+4, b);

cout << result << endl;

fun(a, b) *=10;

cout << a << "", "" << b << endl;

return 0; }

Hi all, I was just working on some past papers for the midterm. However, I have some trouble wrapping my head around question 2, specifically the line fun(a, b) *=10; , what is actually happening here that turns the value of b from 60 to 1200? Any help would be greatly appreciated!

exam
Editgood question 1
Updated 3 months ago by Aero
the students' answer, where students collectively construct a single answer
Actions
 

#include <iostream>
using namespace std;

int& test(int& x){
    cout << ++x << endl;
    return x;
}
int main(){
    cout << ""Trial 1:"" << endl;
    int i = 5;
    cout << test(i) << endl;
    test(i) = 100;
    cout << i << endl;
    cout << test(i) << endl;

    cout << ""Trial 2:"" << endl;
    int j = 5;
    cout << ++j << endl;
    cout << j << endl;
    cout << ++j << endl;
    j = 100;
    cout << j << endl;
    cout << ++j << endl;
    cout << j << endl;
    return 0;
}
This is my way of trying to understand reference of function.

Hope it helps.

Both trial will get the same result.",1,Updated 1 month ago by Loading...,"Please note that this function returns a reference (int&, instead of int), so this operation is possible:

fun(a, b) *=10; // We can only put the return reference on the left-side

I cannot find a good example from the lecture notes about returning a reference of a function, but the idea is quite similar to pass-by-reference parameters.",1,2,"~ An instructor (CHUNG, Peter) endorsed this answer ~","#include <iostream>
using namespace std;

int& test(int& x){
cout << ++x << endl;
return x;
}
int main(){
cout << ""Trial 1:"" << endl;
int i = 5;
cout << test(i) << endl;
test(i) = 100;
cout << i << endl;
cout << test(i) << endl;

cout << ""Trial 2:"" << endl;
int j = 5;
cout << ++j << endl;
cout << j << endl;
cout << ++j << endl;
j = 100;
cout << j << endl;
cout << ++j << endl;
cout << j << endl;
return 0;
}

This is my way of trying to understand reference of function.

Hope it helps.

Both trial will get the same result.",2,,,,,,,,,,,,,,,,,,,,
